Gender,Height,Weight
Male,183.9874573,94.18293762
Female,163.5809174,63.1059494
Male,156.9047394,67.81878662
Male,186.8643341,93.14948273
Female,174.1286011,68.84899139
Male,165.1020508,67.71575165
Female,154.0802917,51.75011063
Male,181.5159149,79.08263397
Female,159.7134247,56.6784668
Male,179.0469513,80.31658936
Male,173.3510437,83.21343994
Female,159.6438141,60.53489304
Male,194.1437836,103.8150406
Male,173.0749054,78.9966507
Male,187.449295,96.05459595
Female,163.0013428,56.99289322
Male,181.5380554,89.14948273
Male,180.8087769,91.09817505
Male,181.4985962,95.10824585
Male,181.8507538,91.2902832
Male,168.1019745,70.98307037
Male,172.7131805,80.5670166
Male,178.9156189,88.04052734
Female,168.1919861,64.88301849
Male,171.2658844,80.33816528
Male,183.5789642,103.0876389
Male,165.0781708,65.56725311
Female,161.4938965,61.58886719
Male,186.7984467,93.48555756
Female,160.0364532,59.59620285
Female,158.2406616,61.89101791
Male,170.884079,79.97229004
Female,162.5558167,70.57807922
Male,183.4559021,92.25622559
Male,176.5432892,84.98877716
Female,144.1817169,35.91289139
Male,173.2981415,79.24822235
Female,159.8025513,56.38922501
Female,168.9989166,66.90574646
Female,170.8848419,66.44760895
Male,174.6300507,88.05695343
Male,179.3947906,84.02661896
Male,175.6302643,83.68227386
Female,161.5892487,55.60604858
Male,169.8291321,79.74030304
Female,173.0746155,79.21199799
Male,176.7289581,86.80725861
Male,174.6791992,79.07775879
Male,177.2450256,85.30747986
Male,176.6053619,85.06384277
Female,164.4577484,56.49342728
Male,183.8076782,88.45678711
Male,174.0278168,76.71837616
Female,156.9248962,54.41121674
Female,158.8369446,57.2263298
Male,176.9544678,87.34324646
Female,157.4730988,67.09267426
Male,170.1498413,79.9223938
Female,164.1704712,61.35868454
Female,156.6456909,63.51417923
Female,168.5433502,70.1263504
Female,167.4921417,64.79096985
Female,163.0504303,62.52326202
Male,179.0426331,81.15616608
Male,173.2666779,83.0724411
Male,186.9050903,97.86486816
Male,171.1261292,84.90984344
Male,180.2536011,81.2980957
Male,166.1685944,76.00032043
Female,172.8243103,77.34394836
Female,177.3484802,79.22779083
Female,164.2120056,65.09539795
Female,166.0149536,65.2692337
Female,162.7783661,64.11064911
Male,170.6679382,79.64668274
Male,171.8331451,76.14189148
Male,185.254303,95.27928162
Male,184.6406708,101.9711151
Female,157.3986053,60.4468689
Female,168.0414581,72.7609787
Male,174.0938721,86.24208069
Male,168.676178,82.50927734
Female,168.9540558,64.89736176
Female,160.3561401,59.20048904
Male,177.6126404,89.35881042
Male,184.6043701,98.28726196
Male,180.0018463,90.56297302
Male,169.5047913,82.32391357
Male,165.6475067,79.347435
Female,154.1037903,45.61317444
Male,176.8180389,85.66943359
Male,164.032486,71.17649841
Male,174.6820526,85.07162476
Male,171.8970184,85.41661072
Male,179.4346924,81.95001984
Female,158.75737,65.62389374
Male,176.122757,82.51064301
Female,172.9181824,82.871521
Male,167.6604919,75.75520325
Male,177.1952972,85.70892334
Female,167.9768219,69.66904449
Female,151.4057465,49.81040955
Female,157.6608582,55.6257515
Female,163.2225342,59.60002136
Female,161.6508026,53.60859299
Male,162.5057983,71.76167297
Female,161.9456177,68.963974
Male,182.1024628,89.2335434
Female,162.2321167,58.78006744
Male,181.8683167,95.72234344
Male,178.9042358,85.61938477
Female,161.893692,62.56866455
Male,186.1825867,93.48681641
Female,161.5025482,58.15943909
Female,159.0005646,52.05738068
Female,158.4293213,55.22225189
Male,178.9682617,90.34812927
Female,152.4679413,46.8955307
Male,178.4439697,94.37619019
Male,171.226593,88.66490936
Female,173.2855682,73.04723358
Female,174.6493073,79.78846741
Female,147.8625793,44.84634018
Female,160.6813202,62.51018524
Male,168.6011658,74.29103851
Female,151.3545227,52.26082611
Female,171.2186432,77.23360443
Male,174.5817871,81.28591919
Male,179.5612946,83.88825989
Female,153.8955536,49.58042526
Male,190.6117401,94.58599854
Female,161.9712524,65.1920166
Female,155.92659,59.30002594
Male,186.4463043,87.42195129
Male,175.4411316,87.74048615
Male,175.3820648,85.03412628
Male,172.4111328,69.35289764
Male,172.0035858,79.45087433
Male,181.17836,93.35627747
Male,171.8966675,81.32876587
Male,161.3652649,71.11842346
Female,152.5852814,57.32936478
Female,149.1140442,46.26210022
Female,154.9829559,55.58825684
Female,161.3019257,56.02062225
Male,177.0683289,91.24139404
Female,161.3483124,61.94733047
Female,160.806366,65.32524872
Female,163.5764771,63.51812744
Female,168.7810211,69.16494751
Female,144.7172089,40.97834396
Male,185.3445129,90.95013428
Male,186.7086945,95.11743164
Female,162.8675842,73.31702423
Female,164.0276489,59.7348938
Male,182.9358215,91.96432495
Female,161.0953674,58.93148041
Male,174.0087891,76.14060211
Female,169.6569214,65.69688416
Female,150.2935486,48.14413071
Female,164.6301422,61.67288971
Female,156.7423096,54.70520782
Female,178.9060822,74.0344696
Female,156.5334625,56.0809021
Male,185.4964294,95.06742859
Female,157.6574249,51.00912857
Female,160.0557404,58.5991478
Male,179.4770355,84.25708008
Male,171.0690155,85.99378967
Female,152.4832306,42.27666855
Female,172.7851105,69.9519043
Male,171.1858978,65.44325256
Male,168.0755005,68.03843689
Male,174.2913208,86.04746246
Male,175.9850769,89.44594574
Male,175.1614838,86.79679871
Male,176.3044586,81.00789642
Male,167.1473999,67.69431305
Male,171.9703979,77.17258453
Female,169.1983643,67.40621185
Female,163.5874023,64.48332214
Male,179.0060272,87.83700562
Male,174.3464203,79.83768463
Female,165.4647827,64.21747589
Female,153.9797821,43.72289658
Female,159.0489349,62.63315964
Male,172.0523529,75.45614624
Female,145.4356232,46.13677597
Female,165.7313843,70.26567841
Male,184.9044495,97.28378296
Female,170.6424866,74.74266815
Male,184.4235535,100.3235626
Female,157.8806915,60.75955582
Male,173.4053497,76.1630249
Female,171.087204,74.23818207
Male,170.8741608,84.04389954
Female,168.7634277,66.06745911
Male,177.4462891,89.95726776
Male,166.5006104,79.78627777
Female,173.3851166,78.65096283
Male,171.663208,81.61805725
Male,169.5535583,82.51907349
Male,175.0301056,83.74019623
Female,164.9330444,70.17084503
Female,163.4602203,63.19229507
Male,169.6790619,74.89271545
Female,161.3534393,66.69025421
Male,180.5554047,80.98233795
Female,158.5599518,53.49210739
Male,171.1409302,84.6753006
Male,172.0743408,89.776474
Male,175.7603302,88.11383057
Female,151.7286377,58.51541901
Female,156.908783,51.32566833
Female,155.6257324,47.04579544
Female,170.6328125,75.56911469
Female,156.4898987,50.83755112
Female,169.4156036,59.98874664
Male,181.5318146,87.40338898
Male,188.5217896,104.8388901
Male,162.3429413,76.13202667
Female,166.2965698,65.48926544
Male,173.9673157,82.19603729
Male,162.2171478,73.364151
Male,169.8313141,78.71311188
Male,178.0469818,91.62281036
Male,184.4407349,93.15619659
Male,168.6159515,73.48968506
Female,160.2714386,60.30871582
Male,179.780365,87.88802338
Male,179.0480804,92.20854187
Female,164.717804,65.56681061
Male,166.3439941,78.22975159
Female,167.8206177,69.13656616
Female,156.2830658,57.90626144
Male,164.7804718,78.38925171
Male,167.7554321,76.80510712
Female,153.5363922,53.36685944
Female,154.8118896,52.06850433
Male,184.6411896,92.28499603
Male,183.0718231,92.01104736
Male,177.5363922,84.84752655
Female,177.5700378,73.69307709
Female,164.2349701,68.70167542
Male,169.5554962,80.91308594
Male,169.4899292,76.11051178
Male,182.5259857,92.03700256
Female,167.4593201,56.93303299
Male,176.0978241,81.17234039
Male,181.6786957,91.96527863
Male,180.4755554,96.21187592
Female,157.6681061,55.31649399
Female,158.604599,57.38970566
Female,161.0335846,65.24491882
Female,169.3621674,62.48143387
Male,180.0508118,101.9200134
Male,170.1964569,89.72025299
Female,164.7696533,65.42025757
Male,187.1496277,101.4273987
Male,179.7720947,92.18865204
Male,163.1908112,69.45409393
Male,178.0390625,75.88664246
Female,154.0114746,54.72159576
Male,186.8761444,93.9886322
Female,156.4524994,63.6738472
Male,181.62323,93.38718414
Male,190.8731384,100.3932495
Male,180.6081696,93.66392517
Male,162.1866455,73.94495392
Male,182.1966858,99.80958557
Female,167.5045471,65.81541443
Female,146.66008,42.48026657
Female,154.2581177,51.36048889
Male,163.9543915,67.48886108
Female,153.5025024,53.74235916
Male,163.8035126,75.61580658
Male,170.1168823,85.28657532
Female,168.1135864,70.93319702
Male,172.1822662,81.68191528
Female,165.400589,66.51947021
Female,153.802124,52.27729034
Female,155.9751282,52.11116028
Female,163.8357086,60.8020134
Male,164.6054688,66.84288788
Female,162.2667542,61.6187973
Male,166.3674469,71.15501404
Female,163.0211029,67.0987854
Female,169.0053253,73.49308014
Female,157.7649231,53.96811295
Female,178.7172394,74.36421967
Male,177.1167755,89.647789
Male,173.5895996,85.10910797
Male,177.2103271,88.2709198
Female,146.1522827,43.63128281
Male,170.8712463,82.73268127
Female,157.0662231,62.03956223
Male,173.2597656,87.45949554
Male,178.6833038,88.14605713
Female,161.7331848,61.08085251
Female,164.5887146,65.23849487
Male,178.4841766,87.22899628
Female,170.4589996,73.27705383
Female,151.6202545,50.0631485
Male,167.2584839,75.08889771
Female,164.2174988,73.75106812
Female,156.1270294,62.20726395
Female,168.1205902,57.32332611
Male,171.1135864,77.32749939
Male,169.2738495,76.118927
Female,158.7802277,63.25434494
Male,173.7046356,81.48867035
Male,179.9986725,97.51392365
Female,174.4184265,76.44879913
Male,171.1522522,83.78591156
Male,177.9346466,84.63399506
Female,159.7619781,56.71759415
Female,165.1221008,57.68445969
Male,158.6753387,66.24514008
Female,160.1932373,42.37652206
Male,176.1027679,82.60971832
Male,172.9520874,82.39253235
Female,151.7927704,45.52347565
Male,181.1165161,89.34532166
Male,179.5499115,84.72759247
Male,175.7524261,82.74777222
Male,175.7874756,84.44868469
Male,158.2285309,67.8108139
Female,159.2653961,64.50923157
Male,176.4680481,92.08890533
Female,175.1016388,70.61972046
Male,167.4076538,76.30376434
Male,162.8792725,71.51501465
Male,186.1411591,98.83598328
Male,178.7007294,91.64151764
Female,152.2460938,50.17394638
Male,177.3212585,93.56956482
Male,176.5631104,80.37727356
Female,168.0735321,70.08669281
Male,174.2200317,82.59065247
Male,171.9211426,80.9920578
Male,171.9362335,80.33726501
Male,164.4961395,80.38783264
Male,176.2395172,77.7145462
Male,171.7025299,80.63349152
Female,168.1324921,74.30350494
Male,166.2578735,73.17725372
Female,172.1127167,70.74858856
Male,168.8433685,79.80838013
Female,166.8124084,72.52507019
Male,172.5374603,83.22296143
Male,174.3874817,85.54278564
Female,162.4846649,66.36177063
Male,175.9291077,80.90007019
Female,168.2047119,65.62860107
Female,158.9712677,69.66015625
Female,160.6668549,61.62762833
Female,161.1902924,57.74489975
Female,166.1965179,69.77101135
Female,156.3774414,59.98397827
Male,192.2343292,105.2808228
Female,159.3208008,71.79707336
Female,160.2852936,62.74802399
Male,176.3761749,89.68946075
Female,163.4086304,62.93115234
Male,182.6724854,92.46325684
Female,154.6680298,61.1050415
Female,173.499176,75.65068054
Female,153.2487946,59.44282913
Male,181.5188904,93.70803833
Male,167.3675842,71.75150299
Male,185.6084137,94.37354279
Female,165.8774872,64.12853241
Male,167.8672028,75.52613831
Female,165.1063843,70.78634644
Male,176.1429443,84.21714783
Female,170.1365509,63.51047134
Male,179.0851593,97.19097137
Male,173.9494324,82.05317688
Male,157.0605164,65.05487823
Female,165.1223297,68.51133728
Female,154.5061646,52.73171234
Female,156.3088531,56.92457962
Male,173.256897,79.33272552
Male,170.3709869,82.66336823
Female,163.4002228,66.00086975
Female,170.9437256,71.87940216
Female,150.0713348,45.05595779
Male,178.7853241,79.86167908
Male,182.2919006,91.08088684
Female,168.06604,69.70709229
Female,163.624054,64.03842163
Male,177.6024475,83.36079407
Male,170.0908508,86.35201263
Female,159.4217987,58.13492584
Female,161.0881042,61.23477554
Female,162.060379,56.614254
Female,166.6076508,68.46298981
Female,158.459259,62.38422394
Male,179.4483032,87.77912903
Female,165.2072449,64.82028198
Male,180.3616943,94.14322662
Female,152.737442,58.84686661
Female,173.3786469,77.95258331
Male,178.1810455,90.78546906
Male,177.175705,87.75196838
Male,177.2982635,78.49019623
Male,175.0460663,74.91345215
Male,181.984848,90.84843445
Female,152.1304932,52.96124649
Male,176.5670929,79.02259827
Female,155.1418152,56.60965347
Male,166.7304688,77.20781708
Female,167.8780365,59.48868942
Female,160.0514069,58.12732315
Male,170.3755035,82.80568695
Male,169.0471191,77.75869751
Female,175.6586304,73.08016205
Female,148.3462372,48.43056107
Male,156.6555328,65.66339874
Male,165.3530731,82.0066452
Male,173.997757,93.39069366
Male,172.0213318,81.67015076
Male,174.1276093,88.12607574
Male,190.898468,113.5419464
Male,171.5923767,71.92523193
Female,152.2905121,46.04132843
Female,174.3515778,68.5827713
Female,159.3875275,54.67835999
Male,174.7353058,77.34817505
Female,159.8958435,64.99466705
Female,153.8440704,48.43969727
Male,178.0014801,85.99928284
Male,168.7706757,74.06863403
Female,160.4557037,64.74929047
Female,163.4061432,56.2213707
Female,163.1413269,63.9554863
Male,177.2960052,92.19644928
Female,171.2552795,73.43388367
Male,187.6193542,101.3619003
Male,163.7928925,72.2929306
Male,171.2926331,78.57610321
Female,163.427063,58.3462677
Female,151.9497528,55.40739059
Male,178.2794647,87.47983551
Male,183.3816833,97.34254456
Male,185.1377258,100.2022476
Female,156.6230774,51.05888748
Female,162.2129364,58.18931961
Male,167.9093323,77.22968292
Female,157.2848206,59.37828064
Female,162.7621765,55.79296494
Female,166.7720184,63.25735092
Female,162.6386261,60.67550659
Male,176.9724274,85.96735382
Male,179.0948792,86.79812622
Male,176.2370453,90.04561615
Male,158.3647308,68.36634064
Male,172.2211609,71.82510376
Female,148.6158142,51.61363602
Male,175.2437439,85.62718201
Female,156.9767761,62.3175354
Male,184.3131256,96.05563354
Female,158.8722229,59.23735428
Male,179.860611,91.27379608
Female,160.8324127,60.2824707
Male,170.6017761,73.84532166
Female,165.3690643,67.90036774
Male,160.5191803,73.67688751
Male,183.6427765,88.32498169
Female,159.9400482,57.52582169
Female,155.2021637,54.61676407
Female,166.2395172,67.95595551
Female,151.2541962,53.91413498
Male,169.7298126,75.37398529
Male,175.048645,77.40930939
Male,178.0043182,92.15167236
Female,162.2886963,61.53084946
Male,182.5018616,87.71886444
Male,180.6097412,92.52515411
Female,153.6603241,50.72599792
Male,175.8621063,89.61172485
Male,175.8323212,87.88639069
Female,163.7865601,65.01786804
Female,164.0506134,66.75944519
Female,152.8847809,53.50372314
Female,150.5703278,39.41296387
Female,159.1035767,56.24158859
Female,162.6227875,53.0189476
Male,176.3547363,78.16570282
Female,160.3403931,61.7973938
Female,155.3308258,61.42793655
Male,163.8457794,74.61611176
Male,185.3570404,99.14295197
Female,162.6992188,67.92703247
Female,149.5215454,45.74429321
Female,157.1823425,52.93923187
Female,172.1579285,75.49976349
Male,173.3316345,74.22245789
Female,164.4517517,64.88898468
Male,169.9037476,86.68286133
Male,176.9484711,79.94985962
Male,188.3375549,102.0289459
Male,176.9357758,95.03686523
Male,179.5230713,92.20381927
Female,164.6705933,71.19330597
Male,180.033844,84.49082184
Male,183.0966644,95.54312134
Male,177.657959,88.98488617
Male,168.9647064,75.04357147
Male,173.1565704,88.44606781
Female,171.6756592,68.21149445
Male,183.2504578,87.03266144
Female,168.3586578,60.21701431
Female,163.5510254,56.97573853
Female,175.1053009,76.38118744
Male,158.6910858,67.54638672
Male,179.9313507,96.94908142
Male,183.3816223,90.48804474
Female,158.9298096,57.23495102
Male,177.1518707,85.35752106
Male,177.9051971,91.41992188
Male,170.756546,82.42209625
Female,172.1603088,71.51572418
Male,183.4683533,91.68787384
Male,176.800354,83.75318146
Male,180.471756,85.9988327
Male,183.1048126,95.04231262
Female,169.2117615,72.18830109
Male,182.5934448,90.85430145
Male,167.2025757,71.48975372
Male,158.736618,65.5267334
Male,161.0745239,70.81903076
Male,177.4761505,81.49465179
Female,169.7086334,71.14078522
Male,173.308609,76.17195129
Female,153.7246399,54.67972565
Male,194.3147888,98.82977295
Male,181.1126099,87.47397614
Male,172.3444061,88.33463287
Female,162.3407898,63.79456329
Male,176.6656036,95.64984131
Male,183.2369537,92.82107544
Female,165.5170746,71.16240692
Male,175.3408356,85.39266205
Female,161.8760681,54.00753021
Male,166.6999512,81.64441681
Female,160.7362518,58.28201675
Male,170.4704742,77.46865845
Female,155.3050537,50.57053757
Female,152.1549835,54.24096298
Male,179.7070465,89.03865814
Female,158.2713013,61.79598618
Male,177.9325256,91.08984375
Male,183.3221588,84.45383453
Female,152.8169403,54.54199982
Male,175.3905182,74.307724
Male,172.1708069,82.83582306
Female,163.871521,56.51420593
Female,169.2412872,64.80657196
Male,170.1575623,72.46666718
Male,189.7266235,102.2906952
Female,157.4091949,60.28578949
Female,156.3180389,53.54070282
Female,163.3872986,70.54754639
Male,169.6478119,84.79019165
Male,158.4998932,65.56453705
Male,168.5899506,76.10572052
Female,159.5905304,64.66625977
Female,170.3670959,72.7833252
Female,173.6695404,83.53250122
Male,180.3600311,88.03348541
Male,176.1296082,89.4565506
Female,166.6636505,56.01786804
Male,177.1608582,80.96730042
Male,176.673111,79.31373596
Female,163.5895386,58.03439713
Female,165.6992188,58.26231384
Male,190.1009064,96.76708221
Female,150.985321,53.1495285
Male,170.5319214,77.96208191
Male,170.062912,78.44217682
Female,168.4259338,63.42800903
Female,162.6514587,65.53939056
Male,157.4207764,62.44448471
Female,158.7578125,58.60322952
Female,168.0392303,73.63580322
Male,171.5075531,78.41148376
Male,170.2362518,87.03284454
Male,173.8995056,82.96386719
Male,177.6997223,90.63538361
Male,175.2363281,88.64152527
Female,164.7001953,64.80890656
Male,180.1875305,90.55892944
Female,154.8410339,49.60609436
Female,158.4894104,60.87695313
Male,180.7545776,92.20598602
Female,164.1324921,55.14561081
Male,179.0838623,84.88334656
Female,156.285141,57.31235886
Female,154.3073273,51.44572067
Male,171.6886597,78.84835815
Female,163.7680206,62.57973862
Male,175.1606293,89.78018951
Male,171.3302765,72.57904816
Female,162.1357269,60.96044159
Male,179.8569641,92.52305603
Male,181.85112,89.76006317
Male,172.6936188,82.45517731
Female,163.9055786,56.68544769
Male,181.5414124,86.43310547
Male,180.2434082,83.56256866
Female,161.7733612,60.31468201
Female,159.5135498,73.03526306
Female,160.5783539,64.85164642
Male,172.4094849,79.58852386
Male,174.4915466,80.74629211
Male,172.8157043,80.79080963
Female,169.5667419,75.40171814
Male,167.4439697,79.57099915
Female,168.2371368,65.86940002
Male,180.9034424,91.03983307
Female,169.2397766,66.04064941
Female,172.1052399,67.35411072
Male,165.818161,74.36993408
Male,173.8197937,88.95085907
Female,159.095047,60.9713707
Male,184.5514984,100.6457672
Male,192.2635651,106.6562042
Male,161.625946,75.76294708
Female,172.3723755,73.94589996
Male,180.9753418,86.66681671
Female,164.5042419,68.29317474
Male,161.018631,61.9936676
Male,178.2771301,88.1784668
Female,154.6112823,52.22310257
Female,163.1119232,62.14284134
Male,165.2974854,80.61026764
Female,140.0773315,40.28463364
Female,164.6770172,62.83237457
Male,179.2103119,90.02005768
Female,165.2527161,63.94983292
Female,153.8711853,57.76702881
Female,172.0655975,73.62197113
Male,170.4142303,76.34889221
Female,160.4759216,64.07722473
Female,168.2884521,67.50926971
Female,168.3042755,69.74482727
Male,177.2880859,82.28985596
Female,174.1029053,67.50731659
Female,155.4764404,53.70358276
Female,167.1158752,63.58434296
Female,164.6635895,68.05262756
Female,167.6196289,70.49466705
Male,172.9484558,80.9449234
Male,183.8134308,99.06210327
Male,178.3393707,84.23789215
Male,170.3666992,75.87915802
Male,169.4806824,84.05697632
Male,185.2215576,95.14045715
Female,168.1602631,62.21694183
Female,158.8517914,63.26644897
Male,178.7106476,91.44504547
Male,177.9333801,88.43877411
Female,170.5318298,70.3144989
Female,165.9517517,59.22700882
Male,173.654892,80.0614624
Male,184.0178833,96.72363281
Male,167.7861786,76.19536591
Male,175.1767578,79.62910461
Female,170.9505157,75.619133
Male,177.0815277,91.38585663
Female,163.9241028,59.27103424
Male,187.323822,89.63251495
Female,175.6179962,84.7301178
Female,164.3816681,66.37975311
Female,176.0230865,83.99984741
Male,169.2611694,76.22131348
Female,157.2494659,58.33151245
Female,157.2874603,57.07175827
Female,171.3501129,79.51145172
Male,184.3044739,94.64565277
Female,159.3487396,62.71115875
Male,167.1238098,79.79247284
Female,152.7664185,50.43525696
Male,169.7297668,85.83605194
Male,171.4945068,71.6306839
Female,170.3050842,72.90957642
Female,171.3069,72.70549011
Male,178.2695923,86.14439392
Female,164.8006287,63.53320313
Female,174.3270721,75.35734558
Female,161.0801239,55.40526962
Male,178.9827881,82.91796112
Female,162.0625,54.70684814
Male,166.2126312,80.94193268
Male,191.1685333,101.3552094
Female,169.6481018,58.70370865
Male,167.2299042,63.2915802
Male,169.7249451,81.55661774
Female,139.3792725,35.65538406
Male,170.278717,76.16396332
Female,159.6829987,62.79491425
Female,144.2982025,38.17918396
Female,166.3087921,70.0532074
Female,156.1488037,64.64543915
Male,179.1867981,88.53182983
Female,162.1345825,60.10437393
Female,163.581543,65.54450226
Male,163.7318115,72.07602692
Female,161.9006195,66.60528564
Male,167.5743256,80.58718109
Male,180.0597992,88.80117035
Male,176.2286224,89.48535919
Female,159.1184082,53.27924728
Male,175.693222,78.85609436
Male,183.3976288,88.7119751
Female,176.0819855,75.58552551
Female,162.8753815,61.23648834
Male,177.0168915,86.24871063
Male,161.6442871,74.05253601
